CustomerID,TerritoryID,ModifiedDate
11232,1,2014-09-12 11:15:07.263 UTC
11235,1,2014-09-12 11:15:07.263 UTC
11236,1,2014-09-12 11:15:07.263 UTC
11254,1,2014-09-12 11:15:07.263 UTC
11255,1,2014-09-12 11:15:07.263 UTC
11256,1,2014-09-12 11:15:07.263 UTC
11259,1,2014-09-12 11:15:07.263 UTC
11263,1,2014-09-12 11:15:07.263 UTC
11264,1,2014-09-12 11:15:07.263 UTC
11265,1,2014-09-12 11:15:07.263 UTC
11266,1,2014-09-12 11:15:07.263 UTC
11274,1,2014-09-12 11:15:07.263 UTC
11278,1,2014-09-12 11:15:07.263 UTC
11279,1,2014-09-12 11:15:07.263 UTC
11280,1,2014-09-12 11:15:07.263 UTC
11282,1,2014-09-12 11:15:07.263 UTC
11293,1,2014-09-12 11:15:07.263 UTC
11294,1,2014-09-12 11:15:07.263 UTC
11296,1,2014-09-12 11:15:07.263 UTC
11301,1,2014-09-12 11:15:07.263 UTC
11302,1,2014-09-12 11:15:07.263 UTC
11303,1,2014-09-12 11:15:07.263 UTC
11304,1,2014-09-12 11:15:07.263 UTC
11308,1,2014-09-12 11:15:07.263 UTC
11309,1,2014-09-12 11:15:07.263 UTC
11311,1,2014-09-12 11:15:07.263 UTC
11312,1,2014-09-12 11:15:07.263 UTC
11313,1,2014-09-12 11:15:07.263 UTC
11314,1,2014-09-12 11:15:07.263 UTC
11315,1,2014-09-12 11:15:07.263 UTC
11317,1,2014-09-12 11:15:07.263 UTC
11318,1,2014-09-12 11:15:07.263 UTC
11321,1,2014-09-12 11:15:07.263 UTC
11322,1,2014-09-12 11:15:07.263 UTC
11325,1,2014-09-12 11:15:07.263 UTC
11508,1,2014-09-12 11:15:07.263 UTC
11511,1,2014-09-12 11:15:07.263 UTC
11514,1,2014-09-12 11:15:07.263 UTC
11518,1,2014-09-12 11:15:07.263 UTC
11521,1,2014-09-12 11:15:07.263 UTC
11522,1,2014-09-12 11:15:07.263 UTC
11525,1,2014-09-12 11:15:07.263 UTC
11529,1,2014-09-12 11:15:07.263 UTC
11532,1,2014-09-12 11:15:07.263 UTC
11535,1,2014-09-12 11:15:07.263 UTC
11541,1,2014-09-12 11:15:07.263 UTC
11620,1,2014-09-12 11:15:07.263 UTC
11621,1,2014-09-12 11:15:07.263 UTC
11622,1,2014-09-12 11:15:07.263 UTC
11630,1,2014-09-12 11:15:07.263 UTC
11633,1,2014-09-12 11:15:07.263 UTC
11634,1,2014-09-12 11:15:07.263 UTC
11643,1,2014-09-12 11:15:07.263 UTC
11644,1,2014-09-12 11:15:07.263 UTC
11645,1,2014-09-12 11:15:07.263 UTC
11646,1,2014-09-12 11:15:07.263 UTC
11653,1,2014-09-12 11:15:07.263 UTC
11662,1,2014-09-12 11:15:07.263 UTC
11663,1,2014-09-12 11:15:07.263 UTC
11667,1,2014-09-12 11:15:07.263 UTC
11669,1,2014-09-12 11:15:07.263 UTC
11673,1,2014-09-12 11:15:07.263 UTC
11675,1,2014-09-12 11:15:07.263 UTC
11678,1,2014-09-12 11:15:07.263 UTC
11679,1,2014-09-12 11:15:07.263 UTC
11680,1,2014-09-12 11:15:07.263 UTC
11681,1,2014-09-12 11:15:07.263 UTC
11682,1,2014-09-12 11:15:07.263 UTC
11684,1,2014-09-12 11:15:07.263 UTC
11685,1,2014-09-12 11:15:07.263 UTC
11688,1,2014-09-12 11:15:07.263 UTC
11689,1,2014-09-12 11:15:07.263 UTC
11690,1,2014-09-12 11:15:07.263 UTC
11696,1,2014-09-12 11:15:07.263 UTC
11699,1,2014-09-12 11:15:07.263 UTC
11713,1,2014-09-12 11:15:07.263 UTC
11717,1,2014-09-12 11:15:07.263 UTC
11718,1,2014-09-12 11:15:07.263 UTC
11722,1,2014-09-12 11:15:07.263 UTC
11725,1,2014-09-12 11:15:07.263 UTC
11726,1,2014-09-12 11:15:07.263 UTC
11728,1,2014-09-12 11:15:07.263 UTC
11729,1,2014-09-12 11:15:07.263 UTC
11730,1,2014-09-12 11:15:07.263 UTC
11735,1,2014-09-12 11:15:07.263 UTC
11745,1,2014-09-12 11:15:07.263 UTC
11746,1,2014-09-12 11:15:07.263 UTC
11747,1,2014-09-12 11:15:07.263 UTC
11770,1,2014-09-12 11:15:07.263 UTC
11771,1,2014-09-12 11:15:07.263 UTC
11772,1,2014-09-12 11:15:07.263 UTC
11778,1,2014-09-12 11:15:07.263 UTC
11779,1,2014-09-12 11:15:07.263 UTC
11780,1,2014-09-12 11:15:07.263 UTC
11785,1,2014-09-12 11:15:07.263 UTC
11786,1,2014-09-12 11:15:07.263 UTC
11791,1,2014-09-12 11:15:07.263 UTC
11798,1,2014-09-12 11:15:07.263 UTC
11799,1,2014-09-12 11:15:07.263 UTC
11800,1,2014-09-12 11:15:07.263 UTC
11801,1,2014-09-12 11:15:07.263 UTC
11803,1,2014-09-12 11:15:07.263 UTC
11804,1,2014-09-12 11:15:07.263 UTC
11810,1,2014-09-12 11:15:07.263 UTC
11812,1,2014-09-12 11:15:07.263 UTC
11813,1,2014-09-12 11:15:07.263 UTC
11814,1,2014-09-12 11:15:07.263 UTC
11815,1,2014-09-12 11:15:07.263 UTC
11819,1,2014-09-12 11:15:07.263 UTC
11828,1,2014-09-12 11:15:07.263 UTC
11829,1,2014-09-12 11:15:07.263 UTC
11832,1,2014-09-12 11:15:07.263 UTC
11836,1,2014-09-12 11:15:07.263 UTC
11838,1,2014-09-12 11:15:07.263 UTC
11842,1,2014-09-12 11:15:07.263 UTC
11843,1,2014-09-12 11:15:07.263 UTC
11847,1,2014-09-12 11:15:07.263 UTC
11848,1,2014-09-12 11:15:07.263 UTC
11856,1,2014-09-12 11:15:07.263 UTC
11857,1,2014-09-12 11:15:07.263 UTC
11859,1,2014-09-12 11:15:07.263 UTC
11862,1,2014-09-12 11:15:07.263 UTC
11863,1,2014-09-12 11:15:07.263 UTC
11864,1,2014-09-12 11:15:07.263 UTC
11870,1,2014-09-12 11:15:07.263 UTC
11871,1,2014-09-12 11:15:07.263 UTC
11878,1,2014-09-12 11:15:07.263 UTC
11879,1,2014-09-12 11:15:07.263 UTC
11880,1,2014-09-12 11:15:07.263 UTC
11882,1,2014-09-12 11:15:07.263 UTC
11883,1,2014-09-12 11:15:07.263 UTC
11884,1,2014-09-12 11:15:07.263 UTC
11889,1,2014-09-12 11:15:07.263 UTC
11925,1,2014-09-12 11:15:07.263 UTC
11926,1,2014-09-12 11:15:07.263 UTC
11927,1,2014-09-12 11:15:07.263 UTC
11933,1,2014-09-12 11:15:07.263 UTC
11934,1,2014-09-12 11:15:07.263 UTC
11935,1,2014-09-12 11:15:07.263 UTC
11936,1,2014-09-12 11:15:07.263 UTC
11937,1,2014-09-12 11:15:07.263 UTC
11941,1,2014-09-12 11:15:07.263 UTC
11953,1,2014-09-12 11:15:07.263 UTC
11957,1,2014-09-12 11:15:07.263 UTC
11958,1,2014-09-12 11:15:07.263 UTC
11960,1,2014-09-12 11:15:07.263 UTC
11970,1,2014-09-12 11:15:07.263 UTC
11972,1,2014-09-12 11:15:07.263 UTC
11973,1,2014-09-12 11:15:07.263 UTC
11981,1,2014-09-12 11:15:07.263 UTC
11985,1,2014-09-12 11:15:07.263 UTC
12022,1,2014-09-12 11:15:07.263 UTC
12024,1,2014-09-12 11:15:07.263 UTC
12025,1,2014-09-12 11:15:07.263 UTC
12027,1,2014-09-12 11:15:07.263 UTC
12030,1,2014-09-12 11:15:07.263 UTC
12033,1,2014-09-12 11:15:07.263 UTC
12041,1,2014-09-12 11:15:07.263 UTC
12042,1,2014-09-12 11:15:07.263 UTC
12048,1,2014-09-12 11:15:07.263 UTC
12057,1,2014-09-12 11:15:07.263 UTC
12059,1,2014-09-12 11:15:07.263 UTC
12063,1,2014-09-12 11:15:07.263 UTC
12064,1,2014-09-12 11:15:07.263 UTC
12065,1,2014-09-12 11:15:07.263 UTC
12075,1,2014-09-12 11:15:07.263 UTC
12078,1,2014-09-12 11:15:07.263 UTC
12083,1,2014-09-12 11:15:07.263 UTC
12084,1,2014-09-12 11:15:07.263 UTC
12085,1,2014-09-12 11:15:07.263 UTC
12088,1,2014-09-12 11:15:07.263 UTC
12091,1,2014-09-12 11:15:07.263 UTC
12092,1,2014-09-12 11:15:07.263 UTC
12098,1,2014-09-12 11:15:07.263 UTC
12099,1,2014-09-12 11:15:07.263 UTC
12108,1,2014-09-12 11:15:07.263 UTC
12109,1,2014-09-12 11:15:07.263 UTC
12115,1,2014-09-12 11:15:07.263 UTC
12116,1,2014-09-12 11:15:07.263 UTC
12117,1,2014-09-12 11:15:07.263 UTC
12120,1,2014-09-12 11:15:07.263 UTC
12121,1,2014-09-12 11:15:07.263 UTC
12138,1,2014-09-12 11:15:07.263 UTC
12139,1,2014-09-12 11:15:07.263 UTC
12141,1,2014-09-12 11:15:07.263 UTC
12142,1,2014-09-12 11:15:07.263 UTC
12143,1,2014-09-12 11:15:07.263 UTC
12144,1,2014-09-12 11:15:07.263 UTC
12145,1,2014-09-12 11:15:07.263 UTC
12148,1,2014-09-12 11:15:07.263 UTC
12149,1,2014-09-12 11:15:07.263 UTC
12155,1,2014-09-12 11:15:07.263 UTC
12160,1,2014-09-12 11:15:07.263 UTC
12161,1,2014-09-12 11:15:07.263 UTC
12167,1,2014-09-12 11:15:07.263 UTC
12168,1,2014-09-12 11:15:07.263 UTC
12176,1,2014-09-12 11:15:07.263 UTC
12178,1,2014-09-12 11:15:07.263 UTC
12179,1,2014-09-12 11:15:07.263 UTC
12180,1,2014-09-12 11:15:07.263 UTC
12184,1,2014-09-12 11:15:07.263 UTC
12185,1,2014-09-12 11:15:07.263 UTC
12192,1,2014-09-12 11:15:07.263 UTC
12198,1,2014-09-12 11:15:07.263 UTC
12199,1,2014-09-12 11:15:07.263 UTC
12204,1,2014-09-12 11:15:07.263 UTC
12207,1,2014-09-12 11:15:07.263 UTC
12208,1,2014-09-12 11:15:07.263 UTC
12364,1,2014-09-12 11:15:07.263 UTC
12365,1,2014-09-12 11:15:07.263 UTC
12366,1,2014-09-12 11:15:07.263 UTC
12413,1,2014-09-12 11:15:07.263 UTC
12414,1,2014-09-12 11:15:07.263 UTC
12415,1,2014-09-12 11:15:07.263 UTC
12418,1,2014-09-12 11:15:07.263 UTC
12419,1,2014-09-12 11:15:07.263 UTC
12420,1,2014-09-12 11:15:07.263 UTC
12422,1,2014-09-12 11:15:07.263 UTC
12423,1,2014-09-12 11:15:07.263 UTC
12424,1,2014-09-12 11:15:07.263 UTC
12425,1,2014-09-12 11:15:07.263 UTC
12434,1,2014-09-12 11:15:07.263 UTC
12436,1,2014-09-12 11:15:07.263 UTC
12437,1,2014-09-12 11:15:07.263 UTC
12439,1,2014-09-12 11:15:07.263 UTC
12445,1,2014-09-12 11:15:07.263 UTC
12448,1,2014-09-12 11:15:07.263 UTC
12452,1,2014-09-12 11:15:07.263 UTC
12453,1,2014-09-12 11:15:07.263 UTC
12454,1,2014-09-12 11:15:07.263 UTC
12456,1,2014-09-12 11:15:07.263 UTC
12457,1,2014-09-12 11:15:07.263 UTC
12528,1,2014-09-12 11:15:07.263 UTC
12531,1,2014-09-12 11:15:07.263 UTC
12533,1,2014-09-12 11:15:07.263 UTC
12707,1,2014-09-12 11:15:07.263 UTC
12757,1,2014-09-12 11:15:07.263 UTC
12758,1,2014-09-12 11:15:07.263 UTC
12759,1,2014-09-12 11:15:07.263 UTC
12761,1,2014-09-12 11:15:07.263 UTC
12764,1,2014-09-12 11:15:07.263 UTC
12766,1,2014-09-12 11:15:07.263 UTC
12767,1,2014-09-12 11:15:07.263 UTC
12769,1,2014-09-12 11:15:07.263 UTC
12772,1,2014-09-12 11:15:07.263 UTC
12773,1,2014-09-12 11:15:07.263 UTC
12776,1,2014-09-12 11:15:07.263 UTC
12777,1,2014-09-12 11:15:07.263 UTC
12779,1,2014-09-12 11:15:07.263 UTC
12780,1,2014-09-12 11:15:07.263 UTC
12784,1,2014-09-12 11:15:07.263 UTC
12787,1,2014-09-12 11:15:07.263 UTC
12792,1,2014-09-12 11:15:07.263 UTC
12794,1,2014-09-12 11:15:07.263 UTC
12796,1,2014-09-12 11:15:07.263 UTC
12875,1,2014-09-12 11:15:07.263 UTC
12877,1,2014-09-12 11:15:07.263 UTC
12888,1,2014-09-12 11:15:07.263 UTC
12889,1,2014-09-12 11:15:07.263 UTC
12891,1,2014-09-12 11:15:07.263 UTC
12896,1,2014-09-12 11:15:07.263 UTC
12901,1,2014-09-12 11:15:07.263 UTC
12905,1,2014-09-12 11:15:07.263 UTC
12906,1,2014-09-12 11:15:07.263 UTC
12907,1,2014-09-12 11:15:07.263 UTC
12908,1,2014-09-12 11:15:07.263 UTC
12912,1,2014-09-12 11:15:07.263 UTC
12913,1,2014-09-12 11:15:07.263 UTC
12915,1,2014-09-12 11:15:07.263 UTC
12917,1,2014-09-12 11:15:07.263 UTC
12920,1,2014-09-12 11:15:07.263 UTC
12929,1,2014-09-12 11:15:07.263 UTC
12930,1,2014-09-12 11:15:07.263 UTC
12937,1,2014-09-12 11:15:07.263 UTC
12938,1,2014-09-12 11:15:07.263 UTC
12941,1,2014-09-12 11:15:07.263 UTC
12946,1,2014-09-12 11:15:07.263 UTC
12949,1,2014-09-12 11:15:07.263 UTC
12950,1,2014-09-12 11:15:07.263 UTC
12951,1,2014-09-12 11:15:07.263 UTC
12953,1,2014-09-12 11:15:07.263 UTC
12954,1,2014-09-12 11:15:07.263 UTC
12958,1,2014-09-12 11:15:07.263 UTC
12961,1,2014-09-12 11:15:07.263 UTC
12963,1,2014-09-12 11:15:07.263 UTC
12968,1,2014-09-12 11:15:07.263 UTC
12973,1,2014-09-12 11:15:07.263 UTC
12979,1,2014-09-12 11:15:07.263 UTC
12980,1,2014-09-12 11:15:07.263 UTC
13014,1,2014-09-12 11:15:07.263 UTC
13015,1,2014-09-12 11:15:07.263 UTC
13016,1,2014-09-12 11:15:07.263 UTC
13028,1,2014-09-12 11:15:07.263 UTC
13029,1,2014-09-12 11:15:07.263 UTC
13052,1,2014-09-12 11:15:07.263 UTC
13053,1,2014-09-12 11:15:07.263 UTC
13054,1,2014-09-12 11:15:07.263 UTC
13055,1,2014-09-12 11:15:07.263 UTC
13056,1,2014-09-12 11:15:07.263 UTC
13062,1,2014-09-12 11:15:07.263 UTC
13063,1,2014-09-12 11:15:07.263 UTC
13064,1,2014-09-12 11:15:07.263 UTC
13066,1,2014-09-12 11:15:07.263 UTC
13067,1,2014-09-12 11:15:07.263 UTC
13069,1,2014-09-12 11:15:07.263 UTC
13070,1,2014-09-12 11:15:07.263 UTC
13072,1,2014-09-12 11:15:07.263 UTC
13083,1,2014-09-12 11:15:07.263 UTC
13085,1,2014-09-12 11:15:07.263 UTC
13086,1,2014-09-12 11:15:07.263 UTC
13087,1,2014-09-12 11:15:07.263 UTC
13088,1,2014-09-12 11:15:07.263 UTC
13093,1,2014-09-12 11:15:07.263 UTC
13098,1,2014-09-12 11:15:07.263 UTC
13102,1,2014-09-12 11:15:07.263 UTC
13146,1,2014-09-12 11:15:07.263 UTC
13153,1,2014-09-12 11:15:07.263 UTC
13154,1,2014-09-12 11:15:07.263 UTC
13161,1,2014-09-12 11:15:07.263 UTC
13169,1,2014-09-12 11:15:07.263 UTC
13172,1,2014-09-12 11:15:07.263 UTC
13173,1,2014-09-12 11:15:07.263 UTC
13174,1,2014-09-12 11:15:07.263 UTC
13177,1,2014-09-12 11:15:07.263 UTC
13178,1,2014-09-12 11:15:07.263 UTC
13180,1,2014-09-12 11:15:07.263 UTC
13182,1,2014-09-12 11:15:07.263 UTC
13183,1,2014-09-12 11:15:07.263 UTC
13184,1,2014-09-12 11:15:07.263 UTC
13188,1,2014-09-12 11:15:07.263 UTC
13196,1,2014-09-12 11:15:07.263 UTC
13203,1,2014-09-12 11:15:07.263 UTC
13211,1,2014-09-12 11:15:07.263 UTC
13213,1,2014-09-12 11:15:07.263 UTC
13214,1,2014-09-12 11:15:07.263 UTC
13224,1,2014-09-12 11:15:07.263 UTC
13226,1,2014-09-12 11:15:07.263 UTC
13229,1,2014-09-12 11:15:07.263 UTC
13230,1,2014-09-12 11:15:07.263 UTC
13232,1,2014-09-12 11:15:07.263 UTC
13233,1,2014-09-12 11:15:07.263 UTC
13234,1,2014-09-12 11:15:07.263 UTC
13235,1,2014-09-12 11:15:07.263 UTC
13243,1,2014-09-12 11:15:07.263 UTC
13244,1,2014-09-12 11:15:07.263 UTC
13245,1,2014-09-12 11:15:07.263 UTC
13248,1,2014-09-12 11:15:07.263 UTC
13269,1,2014-09-12 11:15:07.263 UTC
13272,1,2014-09-12 11:15:07.263 UTC
13274,1,2014-09-12 11:15:07.263 UTC
13275,1,2014-09-12 11:15:07.263 UTC
13276,1,2014-09-12 11:15:07.263 UTC
13277,1,2014-09-12 11:15:07.263 UTC
13280,1,2014-09-12 11:15:07.263 UTC
13283,1,2014-09-12 11:15:07.263 UTC
13286,1,2014-09-12 11:15:07.263 UTC
13292,1,2014-09-12 11:15:07.263 UTC
13294,1,2014-09-12 11:15:07.263 UTC
13295,1,2014-09-12 11:15:07.263 UTC
13300,1,2014-09-12 11:15:07.263 UTC
13301,1,2014-09-12 11:15:07.263 UTC
13304,1,2014-09-12 11:15:07.263 UTC
13305,1,2014-09-12 11:15:07.263 UTC
13308,1,2014-09-12 11:15:07.263 UTC
13310,1,2014-09-12 11:15:07.263 UTC
13311,1,2014-09-12 11:15:07.263 UTC
13319,1,2014-09-12 11:15:07.263 UTC
13321,1,2014-09-12 11:15:07.263 UTC
13322,1,2014-09-12 11:15:07.263 UTC
13327,1,2014-09-12 11:15:07.263 UTC
13334,1,2014-09-12 11:15:07.263 UTC
13337,1,2014-09-12 11:15:07.263 UTC
13344,1,2014-09-12 11:15:07.263 UTC
13346,1,2014-09-12 11:15:07.263 UTC
13351,1,2014-09-12 11:15:07.263 UTC
13353,1,2014-09-12 11:15:07.263 UTC
13354,1,2014-09-12 11:15:07.263 UTC
13355,1,2014-09-12 11:15:07.263 UTC
13356,1,2014-09-12 11:15:07.263 UTC
13361,1,2014-09-12 11:15:07.263 UTC
13363,1,2014-09-12 11:15:07.263 UTC
13367,1,2014-09-12 11:15:07.263 UTC
13368,1,2014-09-12 11:15:07.263 UTC
13369,1,2014-09-12 11:15:07.263 UTC
13370,1,2014-09-12 11:15:07.263 UTC
13371,1,2014-09-12 11:15:07.263 UTC
13372,1,2014-09-12 11:15:07.263 UTC
13379,1,2014-09-12 11:15:07.263 UTC
13383,1,2014-09-12 11:15:07.263 UTC
13384,1,2014-09-12 11:15:07.263 UTC
13385,1,2014-09-12 11:15:07.263 UTC
13386,1,2014-09-12 11:15:07.263 UTC
13392,1,2014-09-12 11:15:07.263 UTC
13393,1,2014-09-12 11:15:07.263 UTC
13394,1,2014-09-12 11:15:07.263 UTC
13395,1,2014-09-12 11:15:07.263 UTC
13396,1,2014-09-12 11:15:07.263 UTC
13397,1,2014-09-12 11:15:07.263 UTC
13398,1,2014-09-12 11:15:07.263 UTC
13403,1,2014-09-12 11:15:07.263 UTC
13413,1,2014-09-12 11:15:07.263 UTC
13414,1,2014-09-12 11:15:07.263 UTC
13419,1,2014-09-12 11:15:07.263 UTC
13424,1,2014-09-12 11:15:07.263 UTC
13425,1,2014-09-12 11:15:07.263 UTC
13431,1,2014-09-12 11:15:07.263 UTC
13432,1,2014-09-12 11:15:07.263 UTC
13436,1,2014-09-12 11:15:07.263 UTC
13437,1,2014-09-12 11:15:07.263 UTC
13438,1,2014-09-12 11:15:07.263 UTC
13441,1,2014-09-12 11:15:07.263 UTC
13442,1,2014-09-12 11:15:07.263 UTC
13443,1,2014-09-12 11:15:07.263 UTC
13449,1,2014-09-12 11:15:07.263 UTC
13450,1,2014-09-12 11:15:07.263 UTC
13456,1,2014-09-12 11:15:07.263 UTC
13457,1,2014-09-12 11:15:07.263 UTC
13458,1,2014-09-12 11:15:07.263 UTC
13462,1,2014-09-12 11:15:07.263 UTC
13467,1,2014-09-12 11:15:07.263 UTC
13468,1,2014-09-12 11:15:07.263 UTC
13469,1,2014-09-12 11:15:07.263 UTC
13478,1,2014-09-12 11:15:07.263 UTC
13483,1,2014-09-12 11:15:07.263 UTC
13488,1,2014-09-12 11:15:07.263 UTC
13489,1,2014-09-12 11:15:07.263 UTC
13652,1,2014-09-12 11:15:07.263 UTC
13653,1,2014-09-12 11:15:07.263 UTC
13654,1,2014-09-12 11:15:07.263 UTC
13655,1,2014-09-12 11:15:07.263 UTC
13657,1,2014-09-12 11:15:07.263 UTC
13658,1,2014-09-12 11:15:07.263 UTC
13659,1,2014-09-12 11:15:07.263 UTC
13699,1,2014-09-12 11:15:07.263 UTC
13703,1,2014-09-12 11:15:07.263 UTC
13704,1,2014-09-12 11:15:07.263 UTC
13705,1,2014-09-12 11:15:07.263 UTC
13712,1,2014-09-12 11:15:07.263 UTC
13713,1,2014-09-12 11:15:07.263 UTC
13714,1,2014-09-12 11:15:07.263 UTC
13717,1,2014-09-12 11:15:07.263 UTC
13718,1,2014-09-12 11:15:07.263 UTC
13721,1,2014-09-12 11:15:07.263 UTC
13722,1,2014-09-12 11:15:07.263 UTC
